station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, ATMOSPHERIC_PRESSURE, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, WIND_DIRECTION_STD_DEVIATION1, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, MAXIMUM_MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1
None, -0.1, 90.0, None, -0.1, 1.6, 1993-11-21 12:00:00, None, 0.0, None, None, None
None, 2.7, 88.0, None, -0.1, 2.7, 1993-11-21 13:00:00, None, 0.0, None, None, None
None, 1.4, 89.0, None, -0.1, 2.7, 1993-11-21 14:00:00, None, 1.0, None, None, None
None, -0.7, 90.0, None, -0.7, 2.7, 1993-11-21 15:00:00, None, 0.0, None, None, None
None, -1.9, 91.0, None, -1.9, 2.7, 1993-11-21 16:00:00, None, 0.0, None, None, None
None, -3.1, 91.0, None, -3.1, 2.7, 1993-11-21 17:00:00, None, 0.0, None, None, None
None, -2.4, 91.0, None, -3.1, 2.7, 1993-11-21 18:00:00, None, 0.0, None, None, None
None, -1.9, 91.0, None, -1.9, -1.9, 1993-11-21 19:00:00, None, 3.0, None, None, None
None, -3.0, 91.0, None, -3.0, -1.9, 1993-11-21 20:00:00, None, 2.0, None, None, None
None, -3.9, 91.0, None, -3.9, -1.9, 1993-11-21 21:00:00, None, 2.0, None, None, None
None, -4.4, 92.0, None, -4.4, -1.9, 1993-11-21 22:00:00, None, 2.0, None, None, None
None, -4.4, 92.0, None, -4.4, -1.9, 1993-11-21 23:00:00, None, 2.0, None, None, None
None, -4.3, 92.0, None, -4.4, -1.9, 1993-11-22 00:00:00, None, 2.0, None, None, None
None, -5.3, 91.0, None, -5.3, -1.9, 1993-11-22 01:00:00, None, 2.0, None, None, None
None, -5.7, 90.0, None, -5.7, -1.9, 1993-11-22 02:00:00, None, 1.0, None, None, None
None, -6.6, 89.0, None, -6.6, -1.9, 1993-11-22 03:00:00, None, 1.0, None, None, None
None, -7.6, 87.0, None, -7.6, -1.9, 1993-11-22 04:00:00, None, 1.0, None, None, None
None, -8.4, 88.0, None, -8.4, -1.9, 1993-11-22 05:00:00, None, 1.0, None, None, None
None, -8.4, 84.0, None, -8.4, -1.9, 1993-11-22 06:00:00, None, 1.0, None, None, None
None, -9.5, 81.0, None, -9.5, -9.5, 1993-11-22 07:00:00, None, 0.0, None, None, None
None, -9.8, 74.0, None, -9.8, -9.5, 1993-11-22 08:00:00, None, 0.0, None, None, None
None, -10.2, 82.0, None, -10.2, -9.5, 1993-11-22 09:00:00, None, -1.0, None, None, None
None, -8.7, 65.0, None, -10.2, -8.7, 1993-11-22 10:00:00, None, -1.0, None, None, None
None, -6.1, 52.0, None, -10.2, -6.1, 1993-11-22 11:00:00, None, -1.0, None, None, None
None, -0.9, 45.0, None, -10.2, -0.9, 1993-11-22 12:00:00, None, 0.0, None, None, None
None, -0.6, 47.0, None, -10.2, -0.6, 1993-11-22 13:00:00, None, 0.0, None, None, None
None, -2.8, 50.0, None, -10.2, -0.6, 1993-11-22 14:00:00, None, 0.0, None, None, None
None, -4.2, 49.0, None, -10.2, -0.6, 1993-11-22 15:00:00, None, 0.0, None, None, None
None, -5.7, 51.0, None, -10.2, -0.6, 1993-11-22 16:00:00, None, 0.0, None, None, None
None, -8.3, 53.0, None, -10.2, -0.6, 1993-11-22 17:00:00, None, 0.0, None, None, None
None, -9.6, 56.0, None, -10.2, -0.6, 1993-11-22 18:00:00, None, -1.0, None, None, None
None, -10.1, 65.0, None, -10.1, -10.1, 1993-11-22 19:00:00, None, 0.0, None, None, None
None, -10.4, 63.0, None, -10.4, -10.1, 1993-11-22 20:00:00, None, 0.0, None, None, None
None, -9.1, 45.0, None, -10.4, -9.1, 1993-11-22 21:00:00, None, 0.0, None, None, None
None, -9.7, 52.0, None, -10.4, -9.1, 1993-11-22 22:00:00, None, 0.0, None, None, None
None, -9.0, 44.0, None, -10.4, -9.0, 1993-11-22 23:00:00, None, 0.0, None, None, None
None, -9.1, 51.0, None, -10.4, -9.0, 1993-11-23 00:00:00, None, 0.0, None, None, None
None, -9.1, 56.0, None, -10.4, -9.0, 1993-11-23 01:00:00, None, 0.0, None, None, None
None, -9.6, 60.0, None, -10.4, -9.0, 1993-11-23 02:00:00, None, 0.0, None, None, None
None, -10.5, 61.0, None, -10.5, -9.0, 1993-11-23 03:00:00, None, 0.0, None, None, None
None, -10.9, 64.0, None, -10.9, -9.0, 1993-11-23 04:00:00, None, 0.0, None, None, None
None, -11.0, 63.0, None, -11.0, -9.0, 1993-11-23 05:00:00, None, -1.0, None, None, None
None, -11.1, 64.0, None, -11.1, -9.0, 1993-11-23 06:00:00, None, -1.0, None, None, None
None, -10.5, 60.0, None, -10.5, -10.5, 1993-11-23 07:00:00, None, 0.0, None, None, None
None, -10.4, 67.0, None, -10.5, -10.4, 1993-11-23 08:00:00, None, 0.0, None, None, None
None, -10.0, 70.0, None, -10.5, -10.0, 1993-11-23 09:00:00, None, 0.0, None, None, None
None, -8.5, 67.0, None, -10.5, -8.5, 1993-11-23 10:00:00, None, 0.0, None, None, None
None, -6.0, 69.0, None, -10.5, -6.0, 1993-11-23 11:00:00, None, 1.0, None, None, None
None, 1.0, 49.0, None, -10.5, 1.0, 1993-11-23 12:00:00, None, 1.0, None, None, None
None, 1.7, 48.0, None, -10.5, 1.7, 1993-11-23 13:00:00, None, 1.0, None, None, None
None, -1.2, 53.0, None, -10.5, 1.7, 1993-11-23 14:00:00, None, 1.0, None, None, None
None, -2.8, 64.0, None, -10.5, 1.7, 1993-11-23 15:00:00, None, 1.0, None, None, None
None, -3.9, 71.0, None, -10.5, 1.7, 1993-11-23 16:00:00, None, 1.0, None, None, None
None, -5.4, 82.0, None, -10.5, 1.7, 1993-11-23 17:00:00, None, 1.0, None, None, None
None, -7.3, 89.0, None, -10.5, 1.7, 1993-11-23 18:00:00, None, 1.0, None, None, None
None, -7.7, 91.0, None, -7.7, -7.7, 1993-11-23 19:00:00, None, 0.0, None, None, None
None, -7.3, 92.0, None, -7.7, -7.3, 1993-11-23 20:00:00, None, 0.0, None, None, None
None, -7.7, 93.0, None, -7.7, -7.3, 1993-11-23 21:00:00, None, 0.0, None, None, None
None, -8.1, 93.0, None, -8.1, -7.3, 1993-11-23 22:00:00, None, 0.0, None, None, None
None, -8.4, 93.0, None, -8.4, -7.3, 1993-11-23 23:00:00, None, 0.0, None, None, None
None, -8.3, 93.0, None, -8.4, -7.3, 1993-11-24 00:00:00, None, 0.0, None, None, None
None, -8.6, 93.0, None, -8.6, -7.3, 1993-11-24 01:00:00, None, 0.0, None, None, None
None, -8.7, 93.0, None, -8.7, -7.3, 1993-11-24 02:00:00, None, 0.0, None, None, None
None, -8.8, 93.0, None, -8.8, -7.3, 1993-11-24 03:00:00, None, 0.0, None, None, None
None, -9.1, 93.0, None, -9.1, -7.3, 1993-11-24 04:00:00, None, 0.0, None, None, None
None, -9.2, 93.0, None, -9.2, -7.3, 1993-11-24 05:00:00, None, -1.0, None, None, None
None, -9.3, 93.0, None, -9.3, -7.3, 1993-11-24 06:00:00, None, -1.0, None, None, None
None, -9.4, 93.0, None, -9.4, -9.4, 1993-11-24 07:00:00, None, 0.0, None, None, None
None, -9.3, 93.0, None, -9.4, -9.3, 1993-11-24 08:00:00, None, 0.0, None, None, None
None, -9.1, 93.0, None, -9.4, -9.1, 1993-11-24 09:00:00, None, 1.0, None, None, None
None, -8.5, 93.0, None, -9.4, -8.5, 1993-11-24 10:00:00, None, 1.0, None, None, None
None, -5.4, 91.0, None, -9.4, -5.4, 1993-11-24 11:00:00, None, 1.0, None, None, None
None, -0.2, 72.0, None, -9.4, -0.2, 1993-11-24 12:00:00, None, 1.0, None, None, None
None, 0.3, 65.0, None, -9.4, 0.3, 1993-11-24 13:00:00, None, 1.0, None, None, None
None, -1.1, 64.0, None, -9.4, 0.3, 1993-11-24 14:00:00, None, 2.0, None, None, None
None, -3.3, 71.0, None, -9.4, 0.3, 1993-11-24 15:00:00, None, 2.0, None, None, None
None, -4.8, 77.0, None, -9.4, 0.3, 1993-11-24 16:00:00, None, 2.0, None, None, None
None, -6.6, 86.0, None, -9.4, 0.3, 1993-11-24 17:00:00, None, 2.0, None, None, None
None, -7.2, 90.0, None, -9.4, 0.3, 1993-11-24 18:00:00, None, 1.0, None, None, None
None, -6.8, 91.0, None, -6.8, -6.8, 1993-11-24 19:00:00, None, 0.0, None, None, None
None, -6.8, 90.0, None, -6.8, -6.8, 1993-11-24 20:00:00, None, 0.0, None, None, None
None, -6.9, 89.0, None, -6.9, -6.8, 1993-11-24 21:00:00, None, 0.0, None, None, None
None, -6.4, 85.0, None, -6.9, -6.4, 1993-11-24 22:00:00, None, 1.0, None, None, None
None, -6.3, 77.0, None, -6.9, -6.3, 1993-11-24 23:00:00, None, 0.0, None, None, None
None, -6.4, 78.0, None, -6.9, -6.3, 1993-11-25 00:00:00, None, 0.0, None, None, None
None, -6.0, 75.0, None, -6.9, -6.0, 1993-11-25 01:00:00, None, 0.0, None, None, None
None, -5.8, 70.0, None, -6.9, -5.8, 1993-11-25 02:00:00, None, 0.0, None, None, None
None, -5.1, 66.0, None, -6.9, -5.1, 1993-11-25 03:00:00, None, 1.0, None, None, None
None, -4.8, 63.0, None, -6.9, -4.8, 1993-11-25 04:00:00, None, 1.0, None, None, None
None, -4.5, 60.0, None, -6.9, -4.5, 1993-11-25 05:00:00, None, 1.0, None, None, None
None, -4.3, 60.0, None, -6.9, -4.3, 1993-11-25 06:00:00, None, 1.0, None, None, None
None, -4.4, 62.0, None, -4.4, -4.4, 1993-11-25 07:00:00, None, 0.0, None, None, None
None, -4.4, 63.0, None, -4.4, -4.4, 1993-11-25 08:00:00, None, 0.0, None, None, None
None, -3.4, 58.0, None, -4.4, -3.4, 1993-11-25 09:00:00, None, 0.0, None, None, None
None, -2.8, 58.0, None, -4.4, -2.8, 1993-11-25 10:00:00, None, 0.0, None, None, None
None, 0.9, 53.0, None, -4.4, 0.9, 1993-11-25 11:00:00, None, 0.0, None, None, None
None, 5.9, 46.0, None, -4.4, 5.9, 1993-11-25 12:00:00, None, 0.0, None, None, None
None, 7.2, 43.0, None, -4.4, 7.2, 1993-11-25 13:00:00, None, 1.0, None, None, None
None, 5.1, 47.0, None, -4.4, 7.2, 1993-11-25 14:00:00, None, 1.0, None, None, None
None, 2.0, 63.0, None, -4.4, 7.2, 1993-11-25 15:00:00, None, 1.0, None, None, None
None, 1.7, 57.0, None, -4.4, 7.2, 1993-11-25 16:00:00, None, 1.0, None, None, None
None, -0.5, 56.0, None, -4.4, 7.2, 1993-11-25 17:00:00, None, 1.0, None, None, None
None, -1.0, 52.0, None, -4.4, 7.2, 1993-11-25 18:00:00, None, 0.0, None, None, None
None, 0.3, 47.0, None, 0.3, 0.3, 1993-11-25 19:00:00, None, 1.0, None, None, None
None, 0.6, 46.0, None, 0.3, 0.6, 1993-11-25 20:00:00, None, 1.0, None, None, None
None, 0.5, 41.0, None, 0.3, 0.6, 1993-11-25 21:00:00, None, 1.0, None, None, None
None, 0.7, 41.0, None, 0.3, 0.7, 1993-11-25 22:00:00, None, 1.0, None, None, None
None, 0.2, 45.0, None, 0.2, 0.7, 1993-11-25 23:00:00, None, 1.0, None, None, None
None, -0.9, 50.0, None, -0.9, 0.7, 1993-11-26 00:00:00, None, 1.0, None, None, None
None, -0.5, 50.0, None, -0.9, 0.7, 1993-11-26 01:00:00, None, 0.0, None, None, None
None, 0.1, 48.0, None, -0.9, 0.7, 1993-11-26 02:00:00, None, 1.0, None, None, None
None, -0.1, 47.0, None, -0.9, 0.7, 1993-11-26 03:00:00, None, 1.0, None, None, None
None, 0.2, 47.0, None, -0.9, 0.7, 1993-11-26 04:00:00, None, 1.0, None, None, None
None, 1.0, 44.0, None, -0.9, 1.0, 1993-11-26 05:00:00, None, 1.0, None, None, None
None, 0.9, 42.0, None, -0.9, 1.0, 1993-11-26 06:00:00, None, 1.0, None, None, None
None, 1.5, 43.0, None, 1.5, 1.5, 1993-11-26 07:00:00, None, 0.0, None, None, None
None, 1.7, 45.0, None, 1.5, 1.7, 1993-11-26 08:00:00, None, 0.0, None, None, None
None, 0.9, 47.0, None, 0.9, 1.7, 1993-11-26 09:00:00, None, 0.0, None, None, None
None, 1.5, 49.0, None, 0.9, 1.7, 1993-11-26 10:00:00, None, 0.0, None, None, None
None, 3.0, 51.0, None, 0.9, 3.0, 1993-11-26 11:00:00, None, 0.0, None, None, None
None, 4.7, 49.0, None, 0.9, 4.7, 1993-11-26 12:00:00, None, 0.0, None, None, None
None, 7.3, 43.0, None, 0.9, 7.3, 1993-11-26 13:00:00, None, 0.0, None, None, None
None, 5.8, 44.0, None, 0.9, 7.3, 1993-11-26 14:00:00, None, 0.0, None, None, None
None, 4.3, 47.0, None, 0.9, 7.3, 1993-11-26 15:00:00, None, 0.0, None, None, None
None, 2.7, 47.0, None, 0.9, 7.3, 1993-11-26 16:00:00, None, 0.0, None, None, None
None, 3.4, 43.0, None, 0.9, 7.3, 1993-11-26 17:00:00, None, 0.0, None, None, None
None, 3.6, 42.0, None, 0.9, 7.3, 1993-11-26 18:00:00, None, 0.0, None, None, None
None, 4.0, 43.0, None, 4.0, 4.0, 1993-11-26 19:00:00, None, 0.0, None, None, None
None, 3.4, 43.0, None, 3.4, 4.0, 1993-11-26 20:00:00, None, 0.0, None, None, None
None, 3.6, 59.0, None, 3.4, 4.0, 1993-11-26 21:00:00, None, 0.0, None, None, None
None, 1.7, 90.0, None, 1.7, 4.0, 1993-11-26 22:00:00, None, 0.0, None, None, None
None, 1.3, 92.0, None, 1.3, 4.0, 1993-11-26 23:00:00, None, 1.0, None, None, None
None, 1.4, 92.0, None, 1.3, 4.0, 1993-11-27 00:00:00, None, 4.0, None, None, None
None, 0.4, 92.0, None, 0.4, 4.0, 1993-11-27 01:00:00, None, 5.0, None, None, None
None, 1.7, 92.0, None, 0.4, 4.0, 1993-11-27 02:00:00, None, 7.0, None, None, None
None, 1.8, 92.0, None, 0.4, 4.0, 1993-11-27 03:00:00, None, 7.0, None, None, None
None, 1.6, 91.0, None, 0.4, 4.0, 1993-11-27 04:00:00, None, 8.0, None, None, None
None, 1.7, 91.0, None, 0.4, 4.0, 1993-11-27 05:00:00, None, 8.0, None, None, None
None, 1.6, 91.0, None, 0.4, 4.0, 1993-11-27 06:00:00, None, 10.0, None, None, None
None, 1.9, 90.0, None, 1.9, 1.9, 1993-11-27 07:00:00, None, 1.0, None, None, None
None, 2.3, 90.0, None, 1.9, 2.3, 1993-11-27 08:00:00, None, 1.0, None, None, None
None, 2.3, 90.0, None, 1.9, 2.3, 1993-11-27 09:00:00, None, 3.0, None, None, None
None, 2.1, 90.0, None, 1.9, 2.3, 1993-11-27 10:00:00, None, 4.0, None, None, None
None, 2.2, 89.0, None, 1.9, 2.3, 1993-11-27 11:00:00, None, 5.0, None, None, None
None, 2.8, 89.0, None, 1.9, 2.8, 1993-11-27 12:00:00, None, 6.0, None, None, None
None, 3.5, 89.0, None, 1.9, 3.5, 1993-11-27 13:00:00, None, 7.0, None, None, None
None, 2.8, 89.0, None, 1.9, 3.5, 1993-11-27 14:00:00, None, 7.0, None, None, None
None, 2.6, 89.0, None, 1.9, 3.5, 1993-11-27 15:00:00, None, 8.0, None, None, None
None, 2.6, 89.0, None, 1.9, 3.5, 1993-11-27 16:00:00, None, 8.0, None, None, None
None, 2.5, 89.0, None, 1.9, 3.5, 1993-11-27 17:00:00, None, 8.0, None, None, None
None, 2.8, 89.0, None, 1.9, 3.5, 1993-11-27 18:00:00, None, 8.0, None, None, None
None, 3.2, 89.0, None, 3.2, 3.2, 1993-11-27 19:00:00, None, 0.0, None, None, None
None, 3.4, 89.0, None, 3.2, 3.4, 1993-11-27 20:00:00, None, 0.0, None, None, None
None, 3.7, 89.0, None, 3.2, 3.7, 1993-11-27 21:00:00, None, 0.0, None, None, None
None, 4.1, 89.0, None, 3.2, 4.1, 1993-11-27 22:00:00, None, 0.0, None, None, None
None, 4.6, 89.0, None, 3.2, 4.6, 1993-11-27 23:00:00, None, 1.0, None, None, None
None, 4.6, 90.0, None, 3.2, 4.6, 1993-11-28 00:00:00, None, 1.0, None, None, None
None, 4.7, 90.0, None, 3.2, 4.7, 1993-11-28 01:00:00, None, 1.0, None, None, None
None, 5.3, 91.0, None, 3.2, 5.3, 1993-11-28 02:00:00, None, 1.0, None, None, None
None, 5.1, 91.0, None, 3.2, 5.3, 1993-11-28 03:00:00, None, 1.0, None, None, None
None, 5.1, 91.0, None, 3.2, 5.3, 1993-11-28 04:00:00, None, 1.0, None, None, None
None, 5.1, 92.0, None, 3.2, 5.3, 1993-11-28 05:00:00, None, 2.0, None, None, None
None, 5.5, 92.0, None, 3.2, 5.5, 1993-11-28 06:00:00, None, 2.0, None, None, None
None, 5.7, 92.0, None, 5.7, 5.7, 1993-11-28 07:00:00, None, 0.0, None, None, None
None, 5.8, 93.0, None, 5.7, 5.8, 1993-11-28 08:00:00, None, 0.0, None, None, None
None, 6.2, 93.0, None, 5.7, 6.2, 1993-11-28 09:00:00, None, 0.0, None, None, None
None, 6.9, 93.0, None, 5.7, 6.9, 1993-11-28 10:00:00, None, 1.0, None, None, None
None, 7.8, 93.0, None, 5.7, 7.8, 1993-11-28 11:00:00, None, 1.0, None, None, None
None, 7.6, 93.0, None, 5.7, 7.8, 1993-11-28 12:00:00, None, 1.0, None, None, None
None, 8.0, 94.0, None, 5.7, 8.0, 1993-11-28 13:00:00, None, 1.0, None, None, None
None, 7.0, 94.0, None, 5.7, 8.0, 1993-11-28 14:00:00, None, 1.0, None, None, None
None, 6.7, 94.0, None, 5.7, 8.0, 1993-11-28 15:00:00, None, 1.0, None, None, None
None, 6.3, 94.0, None, 5.7, 8.0, 1993-11-28 16:00:00, None, 1.0, None, None, None
None, 5.6, 94.0, None, 5.6, 8.0, 1993-11-28 17:00:00, None, 2.0, None, None, None
None, 5.0, 94.0, None, 5.0, 8.0, 1993-11-28 18:00:00, None, 3.0, None, None, None
None, 4.5, 92.0, None, 4.5, 4.5, 1993-11-28 19:00:00, None, 0.0, None, None, None
None, 4.4, 92.0, None, 4.4, 4.5, 1993-11-28 20:00:00, None, 3.0, None, None, None
None, 4.2, 92.0, None, 4.2, 4.5, 1993-11-28 21:00:00, None, 6.0, None, None, None
None, 4.2, 92.0, None, 4.2, 4.5, 1993-11-28 22:00:00, None, 6.0, None, None, None
None, 4.0, 92.0, None, 4.0, 4.5, 1993-11-28 23:00:00, None, 9.0, None, None, None
None, 4.5, 92.0, None, 4.0, 4.5, 1993-11-29 00:00:00, None, 12.0, None, None, None
None, 4.6, 92.0, None, 4.0, 4.6, 1993-11-29 01:00:00, None, 16.0, None, None, None
None, 4.9, 92.0, None, 4.0, 4.9, 1993-11-29 02:00:00, None, 22.0, None, None, None
None, 4.6, 91.0, None, 4.0, 4.9, 1993-11-29 03:00:00, None, 25.0, None, None, None
None, 5.1, 90.0, None, 4.0, 5.1, 1993-11-29 04:00:00, None, 26.0, None, None, None
None, 5.9, 90.0, None, 4.0, 5.9, 1993-11-29 05:00:00, None, 27.0, None, None, None
None, 6.1, 87.0, None, 4.0, 6.1, 1993-11-29 06:00:00, None, 26.0, None, None, None
None, 5.2, 87.0, None, 5.2, 5.2, 1993-11-29 07:00:00, None, 4.0, None, None, None
None, 5.6, 87.0, None, 5.2, 5.6, 1993-11-29 08:00:00, None, 7.0, None, None, None
None, 5.8, 88.0, None, 5.2, 5.8, 1993-11-29 09:00:00, None, 9.0, None, None, None
None, 5.7, 89.0, None, 5.2, 5.8, 1993-11-29 10:00:00, None, 11.0, None, None, None
None, 5.4, 89.0, None, 5.2, 5.8, 1993-11-29 11:00:00, None, 11.0, None, None, None
None, 5.8, 89.0, None, 5.2, 5.8, 1993-11-29 12:00:00, None, 11.0, None, None, None
None, 6.3, 89.0, None, 5.2, 6.3, 1993-11-29 13:00:00, None, 11.0, None, None, None
None, 5.7, 89.0, None, 5.2, 6.3, 1993-11-29 14:00:00, None, 12.0, None, None, None
None, 5.7, 90.0, None, 5.2, 6.3, 1993-11-29 15:00:00, None, 12.0, None, None, None
None, 5.5, 89.0, None, 5.2, 6.3, 1993-11-29 16:00:00, None, 12.0, None, None, None
None, 5.2, 89.0, None, 5.2, 6.3, 1993-11-29 17:00:00, None, 14.0, None, None, None
None, 5.2, 89.0, None, 5.2, 6.3, 1993-11-29 18:00:00, None, 15.0, None, None, None
None, 4.9, 89.0, None, 4.9, 4.9, 1993-11-29 19:00:00, None, -1.0, None, None, None
None, 4.3, 89.0, None, 4.3, 4.9, 1993-11-29 20:00:00, None, 0.0, None, None, None
None, 4.0, 89.0, None, 4.0, 4.9, 1993-11-29 21:00:00, None, 0.0, None, None, None
None, 3.1, 89.0, None, 3.1, 4.9, 1993-11-29 22:00:00, None, 0.0, None, None, None
None, 2.5, 89.0, None, 2.5, 4.9, 1993-11-29 23:00:00, None, 0.0, None, None, None
None, 2.0, 89.0, None, 2.0, 4.9, 1993-11-30 00:00:00, None, 0.0, None, None, None
None, 0.5, 89.0, None, 0.5, 4.9, 1993-11-30 01:00:00, None, 0.0, None, None, None
None, -0.5, 89.0, None, -0.5, 4.9, 1993-11-30 02:00:00, None, 0.0, None, None, None
None, -0.4, 89.0, None, -0.5, 4.9, 1993-11-30 03:00:00, None, 0.0, None, None, None
None, -0.3, 89.0, None, -0.5, 4.9, 1993-11-30 04:00:00, None, 0.0, None, None, None
None, 0.3, 89.0, None, -0.5, 4.9, 1993-11-30 05:00:00, None, 0.0, None, None, None
None, 0.3, 89.0, None, -0.5, 4.9, 1993-11-30 06:00:00, None, -1.0, None, None, None
None, 1.0, 88.0, None, 1.0, 1.0, 1993-11-30 07:00:00, None, 1.0, None, None, None
None, 0.7, 88.0, None, 0.7, 1.0, 1993-11-30 08:00:00, None, 1.0, None, None, None
None, 0.6, 88.0, None, 0.6, 1.0, 1993-11-30 09:00:00, None, 3.0, None, None, None
None, 0.8, 88.0, None, 0.6, 1.0, 1993-11-30 10:00:00, None, 3.0, None, None, None
None, 1.0, 88.0, None, 0.6, 1.0, 1993-11-30 11:00:00, None, 4.0, None, None, None
None, 1.1, 88.0, None, 0.6, 1.1, 1993-11-30 12:00:00, None, 4.0, None, None, None
None, 1.1, 88.0, None, 0.6, 1.1, 1993-11-30 13:00:00, None, 4.0, None, None, None
None, 2.4, 88.0, None, 0.6, 2.4, 1993-11-30 14:00:00, None, 4.0, None, None, None
None, 2.3, 88.0, None, 0.6, 2.4, 1993-11-30 15:00:00, None, 5.0, None, None, None
None, 1.7, 88.0, None, 0.6, 2.4, 1993-11-30 16:00:00, None, 5.0, None, None, None
None, 1.3, 88.0, None, 0.6, 2.4, 1993-11-30 17:00:00, None, 5.0, None, None, None
None, 1.8, 88.0, None, 0.6, 2.4, 1993-11-30 18:00:00, None, 5.0, None, None, None
None, 2.1, 88.0, None, 2.1, 2.1, 1993-11-30 19:00:00, None, 0.0, None, None, None
None, 2.5, 88.0, None, 2.1, 2.5, 1993-11-30 20:00:00, None, 1.0, None, None, None
None, 2.1, 88.0, None, 2.1, 2.5, 1993-11-30 21:00:00, None, 3.0, None, None, None
None, 0.6, 88.0, None, 0.6, 2.5, 1993-11-30 22:00:00, None, 6.0, None, None, None
None, 0.3, 89.0, None, 0.3, 2.5, 1993-11-30 23:00:00, None, 8.0, None, None, None
None, 0.4, 89.0, None, 0.3, 2.5, 1993-12-01 00:00:00, None, 8.0, None, None, None
None, 0.5, 89.0, None, 0.3, 2.5, 1993-12-01 01:00:00, None, 9.0, None, None, None
None, 0.6, 89.0, None, 0.3, 2.5, 1993-12-01 02:00:00, None, 9.0, None, None, None
None, 1.0, 88.0, None, 0.3, 2.5, 1993-12-01 03:00:00, None, 9.0, None, None, None
None, 1.3, 88.0, None, 0.3, 2.5, 1993-12-01 04:00:00, None, 9.0, None, None, None
None, 1.7, 88.0, None, 0.3, 2.5, 1993-12-01 05:00:00, None, 9.0, None, None, None
None, 2.2, 88.0, None, 0.3, 2.5, 1993-12-01 06:00:00, None, 10.0, None, None, None
None, 2.5, 88.0, None, 2.5, 2.5, 1993-12-01 07:00:00, None, 0.0, None, None, None
None, 2.9, 88.0, None, 2.5, 2.9, 1993-12-01 08:00:00, None, 0.0, None, None, None
None, 3.7, 89.0, None, 2.5, 3.7, 1993-12-01 09:00:00, None, 0.0, None, None, None
None, 4.6, 89.0, None, 2.5, 4.6, 1993-12-01 10:00:00, None, 0.0, None, None, None
None, 4.9, 89.0, None, 2.5, 4.9, 1993-12-01 11:00:00, None, 0.0, None, None, None
None, 5.2, 89.0, None, 2.5, 5.2, 1993-12-01 12:00:00, None, 0.0, None, None, None
None, 4.7, 89.0, None, 2.5, 5.2, 1993-12-01 13:00:00, None, 1.0, None, None, None
None, 4.6, 89.0, None, 2.5, 5.2, 1993-12-01 14:00:00, None, 4.0, None, None, None
None, 4.4, 89.0, None, 2.5, 5.2, 1993-12-01 15:00:00, None, 10.0, None, None, None
None, 4.5, 89.0, None, 2.5, 5.2, 1993-12-01 16:00:00, None, 11.0, None, None, None
None, 4.3, 90.0, None, 2.5, 5.2, 1993-12-01 17:00:00, None, 11.0, None, None, None
None, 4.5, 90.0, None, 2.5, 5.2, 1993-12-01 18:00:00, None, 11.0, None, None, None
None, 4.3, 90.0, None, 4.3, 4.3, 1993-12-01 19:00:00, None, 0.0, None, None, None
None, 4.2, 90.0, None, 4.2, 4.3, 1993-12-01 20:00:00, None, 0.0, None, None, None
None, 4.2, 90.0, None, 4.2, 4.3, 1993-12-01 21:00:00, None, 0.0, None, None, None
None, 3.7, 91.0, None, 3.7, 4.3, 1993-12-01 22:00:00, None, 0.0, None, None, None
None, 3.2, 91.0, None, 3.2, 4.3, 1993-12-01 23:00:00, None, 0.0, None, None, None
None, 1.9, 91.0, None, 1.9, 4.3, 1993-12-02 00:00:00, None, 0.0, None, None, None
None, 2.0, 91.0, None, 1.9, 4.3, 1993-12-02 01:00:00, None, -1.0, None, None, None
None, 2.1, 91.0, None, 1.9, 4.3, 1993-12-02 02:00:00, None, -1.0, None, None, None
None, 1.3, 91.0, None, 1.3, 4.3, 1993-12-02 03:00:00, None, -1.0, None, None, None
None, 0.9, 91.0, None, 0.9, 4.3, 1993-12-02 04:00:00, None, -1.0, None, None, None
None, 1.2, 91.0, None, 0.9, 4.3, 1993-12-02 05:00:00, None, -1.0, None, None, None
None, 1.6, 92.0, None, 0.9, 4.3, 1993-12-02 06:00:00, None, -1.0, None, None, None
None, 2.2, 92.0, None, 2.2, 2.2, 1993-12-02 07:00:00, None, 0.0, None, None, None
None, 2.3, 92.0, None, 2.2, 2.3, 1993-12-02 08:00:00, None, 0.0, None, None, None
None, 2.3, 92.0, None, 2.2, 2.3, 1993-12-02 09:00:00, None, 0.0, None, None, None
None, 2.5, 92.0, None, 2.2, 2.5, 1993-12-02 10:00:00, None, 0.0, None, None, None
None, 3.0, 91.0, None, 2.2, 3.0, 1993-12-02 11:00:00, None, 1.0, None, None, None
None, 2.7, 91.0, None, 2.2, 3.0, 1993-12-02 12:00:00, None, 2.0, None, None, None
None, 2.2, 91.0, None, 2.2, 3.0, 1993-12-02 13:00:00, None, 4.0, None, None, None
None, 2.2, 91.0, None, 2.2, 3.0, 1993-12-02 14:00:00, None, 5.0, None, None, None
None, 1.6, 91.0, None, 1.6, 3.0, 1993-12-02 15:00:00, None, 6.0, None, None, None
None, 1.4, 91.0, None, 1.4, 3.0, 1993-12-02 16:00:00, None, 7.0, None, None, None
None, 2.2, 91.0, None, 1.4, 3.0, 1993-12-02 17:00:00, None, 9.0, None, None, None
